,State,Year,Month,Day,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Completed
488,OK,2021,7,31,480635.0,7485.0,503383.0,2012261.0,4192800.0,3460262.0,1897232.0,1593194.0,0.0,22784.0,97.0,24260.0,91593.0,74202.0
489,OK,2021,8,31,551958.0,7812.0,561212.0,2202481.0,4709150.0,3829308.0,2109416.0,1734367.0,0.0,71323.0,327.0,57829.0,190220.0,141173.0
490,OK,2021,9,30,613765.0,8949.0,601430.0,2378388.0,5002360.0,4152019.0,2239256.0,1883414.0,0.0,61807.0,1137.0,40218.0,175907.0,149047.0
491,OK,2021,10,31,643978.0,10710.0,617286.0,2496369.0,5427550.0,4501331.0,2355199.0,1981645.0,218402.0,30213.0,1761.0,15856.0,117981.0,98231.0
492,OK,2021,11,30,666927.0,10879.0,630303.0,2625857.0,6019250.0,4878303.0,2485988.0,2039094.0,403298.0,22949.0,169.0,13017.0,129488.0,57449.0
493,OK,2021,12,31,708938.0,11552.0,660221.0,2791809.0,6257990.0,5323906.0,2617295.0,2119050.0,637475.0,42011.0,673.0,29918.0,165952.0,79956.0
494,OR,2020,12,31,113929.0,1485.0,123911.0,1927363.0,192450.0,31386.0,0.0,0.0,0.0,-595009.0,-10067.0,-536310.0,-864446.0,-2119050.0
495,OR,2021,1,31,142417.0,1972.0,148155.0,2202699.0,665325.0,407890.0,0.0,0.0,0.0,28488.0,487.0,24244.0,275336.0,0.0
496,OR,2021,2,28,155597.0,2218.0,158900.0,2441959.0,1241415.0,994403.0,632080.0,0.0,0.0,13180.0,246.0,10745.0,239260.0,0.0
497,OR,2021,3,31,165013.0,2396.0,166594.0,2817712.0,2449855.0,1854126.0,1187225.0,703262.0,0.0,9416.0,178.0,7694.0,375753.0,703262.0
498,OR,2021,4,30,184838.0,2511.0,184027.0,3143333.0,3853745.0,3047017.0,1869063.0,1284955.0,0.0,19825.0,115.0,17433.0,325621.0,581693.0
499,OR,2021,5,31,201561.0,2700.0,198451.0,3420603.0,5339055.0,4073216.0,2316666.0,1913354.0,0.0,16723.0,189.0,14424.0,277270.0,628399.0
500,OR,2021,6,30,208680.0,2803.0,204649.0,3625328.0,5634895.0,4517691.0,2467466.0,2223826.0,0.0,7119.0,103.0,6198.0,204725.0,310472.0
501,OR,2021,7,31,219755.0,2886.0,215353.0,3859135.0,5784515.0,4743550.0,2560856.0,2360847.0,0.0,11075.0,83.0,10704.0,233807.0,137021.0
502,OR,2021,8,31,276287.0,3211.0,261118.0,4271273.0,6216825.0,4972756.0,2698081.0,2448747.0,0.0,56532.0,325.0,45765.0,412138.0,87900.0
503,OR,2021,9,30,330054.0,3791.0,299832.0,4649449.0,6718845.0,5233207.0,2807716.0,2562913.0,0.0,53767.0,580.0,38714.0,378176.0,114166.0
504,OR,2021,10,31,365053.0,4372.0,328914.0,5040759.0,7331425.0,5651843.0,2886384.0,2652242.0,305283.0,34999.0,581.0,29082.0,391310.0,89329.0
505,OR,2021,11,30,391099.0,5161.0,348364.0,5388195.0,7983905.0,6201116.0,3013928.0,2699697.0,671460.0,26046.0,789.0,19450.0,347436.0,47455.0
506,OR,2021,12,31,421263.0,5655.0,378668.0,5780934.0,8488505.0,6852504.0,3125834.0,2805561.0,1106438.0,30164.0,494.0,30304.0,392739.0,105864.0
507,PA,2020,12,31,646060.0,16020.0,746733.0,7564095.0,471500.0,143381.0,0.0,0.0,0.0,224797.0,10365.0,368065.0,1783161.0,-2805561.0
508,PA,2021,1,31,848244.0,21715.0,926473.0,9120795.0,1976925.0,1088172.0,0.0,0.0,0.0,202184.0,5695.0,179740.0,1556700.0,0.0
509,PA,2021,2,28,935911.0,24056.0,1000997.0,10236086.0,3915545.0,2751844.0,1911844.0,0.0,0.0,87667.0,2341.0,74524.0,1115291.0,0.0
510,PA,2021,3,31,1030415.0,25150.0,1085382.0,11444177.0,7659555.0,6056762.0,4071410.0,2128284.0,0.0,94504.0,1094.0,84385.0,1208091.0,2128284.0
511,PA,2021,4,30,1156246.0,26275.0,1198188.0,12733111.0,12618775.0,10051650.0,6326613.0,4092041.0,0.0,125831.0,1125.0,112806.0,1288934.0,1963757.0
512,PA,2021,5,31,1206755.0,27268.0,1241195.0,13608896.0,15063565.0,12587891.0,7475698.0,5583035.0,0.0,50509.0,993.0,43007.0,875785.0,1490994.0
513,PA,2021,6,30,1216579.0,27725.0,1249785.0,14172031.0,15640825.0,13873980.0,8030076.0,6345433.0,0.0,9824.0,457.0,8590.0,563135.0,762398.0
514,PA,2021,7,31,1229002.0,27850.0,1262481.0,14637685.0,16304505.0,14548512.0,8379145.0,6694268.0,0.0,12423.0,125.0,12696.0,465654.0,348835.0
515,PA,2021,8,31,1300368.0,28235.0,1330299.0,15536558.0,17853915.0,15403600.0,8880224.0,7054540.0,0.0,71366.0,385.0,67818.0,898873.0,360272.0
516,PA,2021,9,30,1429940.0,29400.0,1457107.0,16846212.0,19275615.0,16205819.0,9283640.0,7405158.0,0.0,129572.0,1165.0,126808.0,1309654.0,350618.0
517,PA,2021,10,31,1564939.0,31454.0,1580044.0,18084652.0,21155025.0,17661174.0,9991346.0,7756019.0,497521.0,134999.0,2054.0,122937.0,1238440.0,350861.0
518,PA,2021,11,30,1736920.0,33421.0,1731385.0,19240198.0,23777055.0,18310906.0,10455826.0,7478745.0,1071194.0,171981.0,1967.0,151341.0,1155546.0,-277274.0
519,PA,2021,12,31,2036424.0,36705.0,2025200.0,20609661.0,25675635.0,20123432.0,10019137.0,8175175.0,2618469.0,299504.0,3284.0,293815.0,1369463.0,696430.0
520,PR,2020,12,31,109906.0,1503.0,24030.0,338721.0,164825.0,35300.0,0.0,0.0,0.0,-1926518.0,-35202.0,-2001170.0,-20270940.0,-8175175.0
521,PR,2021,1,31,127239.0,1829.0,26268.0,367193.0,530950.0,249394.0,0.0,0.0,0.0,17333.0,326.0,2238.0,28472.0,0.0
522,PR,2021,2,28,133912.0,2036.0,29767.0,429992.0,1036820.0,549615.0,355184.0,0.0,0.0,6673.0,207.0,3499.0,62799.0,0.0
523,PR,2021,3,31,140720.0,2113.0,38349.0,552920.0,2010390.0,1088065.0,708489.0,404691.0,0.0,6808.0,77.0,8582.0,122928.0,404691.0
524,PR,2021,4,30,165052.0,2303.0,65829.0,754634.0,3175510.0,1885594.0,1193147.0,777089.0,0.0,24332.0,190.0,27480.0,201714.0,372398.0
525,PR,2021,5,31,172305.0,2502.0,75249.0,939393.0,3858830.0,2709134.0,1626010.0,1187823.0,0.0,7253.0,199.0,9420.0,184759.0,410734.0
526,PR,2021,6,30,173641.0,2549.0,77118.0,1052941.0,4167010.0,3230732.0,1878854.0,1473955.0,0.0,1336.0,47.0,1869.0,113548.0,286132.0
527,PR,2021,7,31,179832.0,2580.0,83531.0,1162936.0,4266370.0,3975244.0,2197391.0,1911719.0,0.0,6191.0,31.0,6413.0,109995.0,437764.0
528,PR,2021,8,31,204067.0,2860.0,106479.0,1358716.0,4375710.0,4238431.0,2367418.0,2009771.0,0.0,24235.0,280.0,22948.0,195780.0,98052.0
529,PR,2021,9,30,214802.0,3149.0,117724.0,1544849.0,4947010.0,4673227.0,2530211.0,2245195.0,0.0,10735.0,289.0,11245.0,186133.0,235424.0
530,PR,2021,10,31,218427.0,3234.0,120863.0,1682336.0,5051450.0,5027906.0,2624734.0,2349850.0,171781.0,3625.0,85.0,3139.0,137487.0,104655.0
531,PR,2021,11,30,221629.0,3270.0,124122.0,1807658.0,6007140.0,5402867.0,2710218.0,2365975.0,409079.0,3202.0,36.0,3259.0,125322.0,16125.0
532,PR,2021,12,31,305905.0,3305.0,180298.0,2061505.0,6437230.0,5934828.0,2844678.0,2461503.0,710462.0,84276.0,35.0,56176.0,253847.0,95528.0
533,RI,2020,12,31,87949.0,1777.0,128986.0,1708783.0,58750.0,13166.0,0.0,0.0,0.0,-217956.0,-1528.0,-51312.0,-352722.0,-2461503.0
534,RI,2021,1,31,114438.0,2154.0,167099.0,2342612.0,173225.0,91177.0,0.0,0.0,0.0,26489.0,377.0,38113.0,633829.0,0.0
535,RI,2021,2,28,125622.0,2502.0,176086.0,2689646.0,308415.0,256755.0,183254.0,0.0,0.0,11184.0,348.0,8987.0,347034.0,0.0
536,RI,2021,3,31,137329.0,2619.0,185844.0,3118442.0,652615.0,559186.0,349215.0,221888.0,0.0,11707.0,117.0,9758.0,428796.0,221888.0
537,RI,2021,4,30,148186.0,2671.0,194487.0,3509433.0,1130875.0,913120.0,556126.0,387339.0,0.0,10857.0,52.0,8643.0,390991.0,165451.0
538,RI,2021,5,31,151743.0,2708.0,197665.0,3720187.0,1459925.0,1163595.0,646373.0,548312.0,0.0,3557.0,37.0,3178.0,210754.0,160973.0
539,RI,2021,6,30,152613.0,2730.0,198288.0,3852094.0,1512025.0,1276058.0,684276.0,623797.0,0.0,870.0,22.0,623.0,131907.0,75485.0
540,RI,2021,7,31,154339.0,2740.0,199901.0,3959340.0,1565265.0,1329473.0,713873.0,651498.0,0.0,1726.0,10.0,1613.0,107246.0,27701.0
541,RI,2021,8,31,162617.0,2770.0,207054.0,4156313.0,1637175.0,1393434.0,757546.0,685619.0,0.0,8278.0,30.0,7153.0,196973.0,34121.0
542,RI,2021,9,30,172361.0,2838.0,216577.0,4549905.0,1699475.0,1461411.0,797418.0,723162.0,0.0,9744.0,68.0,9523.0,393592.0,37543.0
543,RI,2021,10,31,179405.0,2878.0,222772.0,4900603.0,1851895.0,1571070.0,828526.0,751359.0,80484.0,7044.0,40.0,6195.0,350698.0,28197.0
544,RI,2021,11,30,191763.0,2932.0,235071.0,5216554.0,2041815.0,1746372.0,881393.0,768877.0,195936.0,12358.0,54.0,12299.0,315951.0,17518.0
545,RI,2021,12,31,231096.0,3066.0,266388.0,5655350.0,2282465.0,1958192.0,945588.0,811090.0,344413.0,39333.0,134.0,31317.0,438796.0,42213.0
546,SC,2020,12,31,307507.0,5296.0,402638.0,2937426.0,156125.0,50258.0,0.0,0.0,0.0,76411.0,2230.0,136250.0,-2717924.0,-811090.0
547,SC,2021,1,31,443386.0,7042.0,534347.0,3828352.0,560150.0,439541.0,0.0,0.0,0.0,135879.0,1746.0,131709.0,890926.0,0.0
548,SC,2021,2,28,516823.0,8546.0,584926.0,4517857.0,1339205.0,1086550.0,737658.0,0.0,0.0,73437.0,1504.0,50579.0,689505.0,0.0
549,SC,2021,3,31,551630.0,9146.0,610515.0,5094865.0,2868095.0,2150462.0,1403522.0,774353.0,0.0,34807.0,600.0,25589.0,577008.0,774353.0
550,SC,2021,4,30,578659.0,9497.0,631818.0,5560538.0,4523435.0,3241756.0,1881335.0,1407621.0,0.0,27029.0,351.0,21303.0,465673.0,633268.0
551,SC,2021,5,31,593262.0,9736.0,641732.0,5846277.0,5082625.0,3774914.0,2107505.0,1738713.0,0.0,14603.0,239.0,9914.0,285739.0,331092.0
552,SC,2021,6,30,596840.0,9819.0,646072.0,6055411.0,5291285.0,4190059.0,2280229.0,1991900.0,0.0,3578.0,83.0,4340.0,209134.0,253187.0
553,SC,2021,7,31,617148.0,9904.0,674932.0,6306975.0,5588815.0,4410827.0,2408619.0,2091278.0,0.0,20308.0,85.0,28860.0,251564.0,99378.0
554,SC,2021,8,31,735287.0,10598.0,803891.0,7076047.0,6322035.0,4812642.0,2658705.0,2232208.0,0.0,118139.0,694.0,128959.0,769072.0,140930.0
555,SC,2021,9,30,857386.0,12472.0,921389.0,8003485.0,6833215.0,5262891.0,2844094.0,2433429.0,0.0,122099.0,1874.0,117498.0,927438.0,201221.0
556,SC,2021,10,31,897152.0,13716.0,956620.0,8581890.0,7664965.0,5730131.0,2966691.0,2574674.0,301403.0,39766.0,1244.0,35231.0,578405.0,141245.0
557,SC,2021,11,30,918321.0,14210.0,975420.0,9046437.0,8315745.0,6194615.0,3102884.0,2646396.0,553123.0,21169.0,494.0,18800.0,464547.0,71722.0
558,SC,2021,12,31,975320.0,14636.0,1031789.0,9540948.0,8811295.0,6731650.0,3236703.0,2738076.0,859773.0,56999.0,426.0,56369.0,494511.0,91680.0
559,SD,2020,12,31,99164.0,1488.0,55404.0,413915.0,47975.0,21154.0,0.0,0.0,0.0,-876156.0,-13148.0,-976385.0,-9127033.0,-2738076.0
560,SD,2021,1,31,108250.0,1778.0,58104.0,445713.0,130700.0,105961.0,0.0,0.0,0.0,9086.0,290.0,2700.0,31798.0,0.0
561,SD,2021,2,28,112427.0,1888.0,59445.0,470267.0,329300.0,278285.0,184028.0,0.0,0.0,4177.0,110.0,1341.0,24554.0,0.0
562,SD,2021,3,31,117759.0,1935.0,63388.0,505930.0,618745.0,496601.0,308289.0,198087.0,0.0,5332.0,47.0,3943.0,35663.0,198087.0
563,SD,2021,4,30,122660.0,1967.0,67914.0,544007.0,899255.0,699187.0,395076.0,324779.0,0.0,4901.0,32.0,4526.0,38077.0,126692.0
564,SD,2021,5,31,124191.0,2014.0,69817.0,569326.0,936015.0,776141.0,426758.0,375451.0,0.0,1531.0,47.0,1903.0,25319.0,50672.0
565,SD,2021,6,30,124536.0,2035.0,70577.0,585759.0,958765.0,819287.0,446891.0,401431.0,0.0,345.0,21.0,760.0,16433.0,25980.0
566,SD,2021,7,31,125216.0,2043.0,71983.0,601824.0,996865.0,851237.0,466986.0,415448.0,0.0,680.0,8.0,1406.0,16065.0,14017.0
567,SD,2021,8,31,132259.0,2069.0,80378.0,635339.0,1082595.0,899563.0,496277.0,434182.0,0.0,7043.0,26.0,8395.0,33515.0,18734.0
568,SD,2021,9,30,145018.0,2142.0,92918.0,691145.0,1175615.0,957432.0,523757.0,457326.0,0.0,12759.0,73.0,12540.0,55806.0,23144.0
569,SD,2021,10,31,154482.0,2235.0,103619.0,740364.0,1348445.0,1028110.0,549309.0,465631.0,50313.0,9464.0,93.0,10701.0,49219.0,8305.0
570,SD,2021,11,30,166208.0,2334.0,113733.0,786503.0,1489515.0,1149804.0,592615.0,483369.0,114472.0,11726.0,99.0,10114.0,46139.0,17738.0
571,SD,2021,12,31,179204.0,2486.0,123383.0,838466.0,1581285.0,1264731.0,628500.0,505847.0,173905.0,12996.0,152.0,9650.0,51963.0,22478.0
572,TN,2020,12,31,572579.0,6846.0,606759.0,4556117.0,302950.0,87338.0,0.0,0.0,0.0,393375.0,4360.0,483376.0,3717651.0,-505847.0
573,TN,2021,1,31,713290.0,9557.0,704573.0,5106972.0,998875.0,609213.0,0.0,0.0,0.0,140711.0,2711.0,97814.0,550855.0,0.0
574,TN,2021,2,28,761232.0,11317.0,735109.0,5444272.0,1965740.0,1359382.0,878954.0,0.0,0.0,47942.0,1760.0,30536.0,337300.0,0.0
575,TN,2021,3,31,797531.0,11798.0,759770.0,5786260.0,3804790.0,2655309.0,1711847.0,942765.0,0.0,36299.0,481.0,24661.0,341988.0,942765.0
576,TN,2021,4,30,832853.0,12100.0,782159.0,6093179.0,5510930.0,4009536.0,2339881.0,1671930.0,0.0,35322.0,302.0,22389.0,306919.0,729165.0
577,TN,2021,5,31,848020.0,12341.0,793206.0,6311678.0,6086730.0,4852489.0,2678177.0,2170771.0,0.0,15167.0,241.0,11047.0,218499.0,498841.0
578,TN,2021,6,30,854211.0,12466.0,797253.0,6462180.0,6313590.0,5272627.0,2845692.0,2415814.0,0.0,6191.0,125.0,4047.0,150502.0,245043.0
579,TN,2021,7,31,879858.0,12638.0,820314.0,6630228.0,6751740.0,5755732.0,3056804.0,2670396.0,0.0,25647.0,172.0,23061.0,168048.0,254582.0
580,TN,2021,8,31,1032434.0,13378.0,933711.0,7101696.0,7799390.0,6322024.0,3385615.0,2857691.0,0.0,152576.0,740.0,113397.0,471468.0,187295.0
581,TN,2021,9,30,1200264.0,15026.0,1031379.0,7545397.0,8551690.0,6875072.0,3600059.0,3103098.0,0.0,167830.0,1648.0,97668.0,443701.0,245407.0
582,TN,2021,10,31,1251111.0,16216.0,1066631.0,7876132.0,9399820.0,7457778.0,3724536.0,3254781.0,399686.0,50847.0,1190.0,35252.0,330735.0,151683.0
583,TN,2021,11,30,1286770.0,16903.0,1090283.0,8193938.0,10250410.0,8175906.0,3881413.0,3383804.0,795662.0,35659.0,687.0,23652.0,317806.0,129023.0
584,TN,2021,12,31,1379917.0,20640.0,1122028.0,8375923.0,10873470.0,8945296.0,4015170.0,3510789.0,1243841.0,93147.0,3737.0,31745.0,181985.0,126985.0
585,TX,2020,12,31,1731245.0,28155.0,2120213.0,13620391.0,1122725.0,518000.0,0.0,0.0,0.0,351328.0,7515.0,998185.0,5244468.0,-3510789.0
586,TX,2021,1,31,2333678.0,37242.0,2730937.0,16539428.0,3659550.0,2408879.0,0.0,0.0,0.0,602433.0,9087.0,610724.0,2919037.0,0.0
587,TX,2021,2,28,2611001.0,43949.0,2953218.0,18366013.0,7615175.0,5566612.0,3533100.0,0.0,0.0,277323.0,6707.0,222281.0,1826585.0,0.0
588,TX,2021,3,31,2750748.0,48537.0,3064994.0,20244536.0,16084645.0,11604088.0,7476870.0,3973093.0,0.0,139747.0,4588.0,111776.0,1878523.0,3973093.0
589,TX,2021,4,30,2849970.0,50403.0,3164020.0,22037158.0,25401725.0,18885671.0,11092489.0,7826009.0,0.0,99222.0,1866.0,99026.0,1792622.0,3852916.0
590,TX,2021,5,31,2908651.0,51673.0,3220387.0,23495307.0,30386725.0,22990898.0,12832128.0,10295840.0,0.0,58681.0,1270.0,56367.0,1458149.0,2469831.0
591,TX,2021,6,30,2954682.0,52518.0,3258310.0,24592878.0,31844105.0,25686380.0,13962839.0,11932087.0,0.0,46031.0,845.0,37923.0,1097571.0,1636247.0
592,TX,2021,7,31,3093066.0,53402.0,3445032.0,25875306.0,33560945.0,27420863.0,14982363.0,12713003.0,0.0,138384.0,884.0,186722.0,1282428.0,780916.0
593,TX,2021,8,31,3565156.0,57205.0,3953183.0,28356582.0,38432925.0,30165551.0,16562122.0,13753861.0,0.0,472090.0,3803.0,508151.0,2481276.0,1040858.0
594,TX,2021,9,30,4020674.0,65532.0,4335997.0,31041108.0,41766835.0,32309531.0,17258083.0,14813685.0,0.0,455518.0,8327.0,382814.0,2684526.0,1059824.0
595,TX,2021,10,31,4191135.0,71517.0,4480190.0,33024924.0,44773525.0,34598563.0,17808286.0,15481485.0,1499326.0,170461.0,5985.0,144193.0,1983816.0,667800.0
596,TX,2021,11,30,4288344.0,74145.0,4578300.0,34664627.0,49037875.0,37245206.0,18584093.0,15861342.0,2852193.0,97209.0,2628.0,98110.0,1639703.0,379857.0
597,TX,2021,12,31,4535599.0,76062.0,5018351.0,36692048.0,51886995.0,40613411.0,19374629.0,16517819.0,4640940.0,247255.0,1917.0,440051.0,2027421.0,656477.0
598,UT,2020,12,31,276612.0,1270.0,356585.0,2392821.0,143950.0,24295.0,0.0,0.0,0.0,-4258987.0,-74792.0,-4661766.0,-34299227.0,-16517819.0
599,UT,2021,1,31,346624.0,1665.0,440398.0,2722459.0,401375.0,286501.0,0.0,0.0,0.0,70012.0,395.0,83813.0,329638.0,0.0
600,UT,2021,2,28,371291.0,1935.0,469377.0,2965871.0,820950.0,688505.0,391851.0,0.0,0.0,24667.0,270.0,28979.0,243412.0,0.0
601,UT,2021,3,31,385700.0,2122.0,482013.0,3237253.0,1627020.0,1327487.0,814168.0,365896.0,0.0,14409.0,187.0,12636.0,271382.0,365896.0
602,UT,2021,4,30,397388.0,2202.0,491924.0,3475561.0,2540220.0,2116254.0,1254664.0,749770.0,0.0,11688.0,80.0,9911.0,238308.0,383874.0
603,UT,2021,5,31,406240.0,2302.0,499496.0,3653766.0,3100720.0,2589347.0,1452738.0,1041920.0,0.0,8852.0,100.0,7572.0,178205.0,292150.0
604,UT,2021,6,30,415210.0,2371.0,508503.0,3807678.0,3218680.0,2847810.0,1561287.0,1196468.0,0.0,8970.0,69.0,9007.0,153912.0,154548.0
605,UT,2021,7,31,432539.0,2451.0,526964.0,3970433.0,3381470.0,3005542.0,1670741.0,1436969.0,0.0,17329.0,80.0,18461.0,162755.0,240501.0
606,UT,2021,8,31,464502.0,2634.0,556880.0,4209737.0,3754840.0,3228943.0,1803415.0,1522997.0,0.0,31963.0,183.0,29916.0,239304.0,86028.0
607,UT,2021,9,30,508593.0,2932.0,597144.0,4539469.0,3988270.0,3427654.0,1889984.0,1622171.0,0.0,44091.0,298.0,40264.0,329732.0,99174.0
608,UT,2021,10,31,549998.0,3208.0,635007.0,4825910.0,4434170.0,3699512.0,1960231.0,1717796.0,121844.0,41405.0,276.0,37863.0,286441.0,95625.0
609,UT,2021,11,30,595933.0,3528.0,673551.0,5122135.0,4982170.0,4016039.0,2048267.0,1772790.0,290778.0,45935.0,320.0,38544.0,296225.0,54994.0
610,UT,2021,12,31,637144.0,3787.0,719555.0,5441489.0,5401060.0,4522293.0,2160538.0,1885136.0,567373.0,41211.0,259.0,46004.0,319354.0,112346.0
611,VA,2020,12,31,349584.0,5032.0,590378.0,4134052.0,431975.0,79421.0,0.0,0.0,0.0,-287560.0,1245.0,-129177.0,-1307437.0,-1885136.0
612,VA,2021,1,31,504779.0,6464.0,787190.0,5002416.0,1232350.0,833221.0,0.0,0.0,0.0,155195.0,1432.0,196812.0,868364.0,0.0
613,VA,2021,2,28,576050.0,8552.0,855123.0,5620065.0,2536495.0,2086194.0,1349077.0,0.0,0.0,71271.0,2088.0,67933.0,617649.0,0.0
614,VA,2021,3,31,618976.0,10252.0,896140.0,6225427.0,4907455.0,4056991.0,2671921.0,1457374.0,0.0,42926.0,1700.0,41017.0,605362.0,1457374.0
615,VA,2021,4,30,659590.0,10770.0,931871.0,6772555.0,8073915.0,6643728.0,4019353.0,2802389.0,0.0,40614.0,518.0,35731.0,547128.0,1345015.0
616,VA,2021,5,31,675538.0,11186.0,946518.0,7140199.0,9792225.0,8356712.0,4719678.0,3850933.0,0.0,15948.0,416.0,14647.0,367644.0,1048544.0
617,VA,2021,6,30,680340.0,11415.0,952680.0,7426770.0,10358165.0,9230660.0,5040260.0,4422065.0,0.0,4802.0,229.0,6162.0,286571.0,571132.0
618,VA,2021,7,31,694384.0,11532.0,973665.0,7728492.0,10839065.0,9679982.0,5266866.0,4652774.0,0.0,14044.0,117.0,20985.0,301722.0,230709.0
619,VA,2021,8,31,766435.0,11842.0,1044091.0,8296468.0,11823105.0,10240407.0,5574196.0,4887531.0,0.0,72051.0,310.0,70426.0,567976.0,234757.0
620,VA,2021,9,30,866776.0,12750.0,1145370.0,9198106.0,12733165.0,10882638.0,5839079.0,5170550.0,0.0,100341.0,908.0,101279.0,901638.0,283019.0
621,VA,2021,10,31,924771.0,13907.0,1199163.0,9839245.0,14044995.0,11792158.0,6072544.0,5386168.0,567005.0,57995.0,1157.0,53793.0,641139.0,215618.0
622,VA,2021,11,30,969116.0,14710.0,1239889.0,10366377.0,15628535.0,13100880.0,6451445.0,5542940.0,1308020.0,44345.0,803.0,40726.0,527132.0,156772.0
623,VA,2021,12,31,1118518.0,15587.0,1396814.0,11051582.0,16891135.0,14499285.0,6752283.0,5807768.0,2126728.0,149402.0,877.0,156925.0,685205.0,264828.0
624,VT,2020,12,31,7412.0,136.0,11449.0,717398.0,34900.0,12241.0,0.0,0.0,0.0,-1111106.0,-15451.0,-1385365.0,-10334184.0,-5807768.0
625,VT,2021,1,31,11965.0,174.0,18013.0,901994.0,99750.0,67180.0,0.0,0.0,0.0,4553.0,38.0,6564.0,184596.0,0.0
626,VT,2021,2,28,15198.0,204.0,22253.0,1107891.0,206910.0,162558.0,104583.0,0.0,0.0,3233.0,30.0,4240.0,205897.0,0.0
627,VT,2021,3,31,19275.0,227.0,28377.0,1380286.0,417840.0,328451.0,209145.0,117656.0,0.0,4077.0,23.0,6124.0,272395.0,117656.0
628,VT,2021,4,30,22952.0,246.0,33130.0,1620051.0,682870.0,563428.0,343866.0,232682.0,0.0,3677.0,19.0,4753.0,239765.0,115026.0
629,VT,2021,5,31,24220.0,255.0,34936.0,1732279.0,897370.0,774149.0,439926.0,349392.0,0.0,1268.0,9.0,1806.0,112228.0,116710.0
630,VT,2021,6,30,24410.0,256.0,35213.0,1774156.0,920260.0,851583.0,461243.0,409254.0,0.0,190.0,1.0,277.0,41877.0,59862.0
631,VT,2021,7,31,24889.0,260.0,35992.0,1820437.0,950640.0,872990.0,471276.0,421444.0,0.0,479.0,4.0,779.0,46281.0,12190.0
632,VT,2021,8,31,28200.0,276.0,40738.0,1946732.0,983900.0,874010.0,475005.0,423736.0,0.0,3311.0,16.0,4746.0,126295.0,2292.0
633,VT,2021,9,30,33662.0,317.0,48334.0,2140885.0,1047290.0,897919.0,484962.0,433565.0,0.0,5462.0,41.0,7596.0,194153.0,9829.0
634,VT,2021,10,31,40191.0,364.0,56666.0,2378347.0,1166880.0,980062.0,497477.0,444573.0,64128.0,6529.0,47.0,8332.0,237462.0,11008.0
635,VT,2021,11,30,50014.0,410.0,69081.0,2649079.0,1301670.0,1120308.0,533218.0,454783.0,158945.0,9823.0,46.0,12415.0,270732.0,10210.0
636,VT,2021,12,31,64447.0,471.0,90223.0,2961728.0,1426470.0,1253340.0,558172.0,483594.0,237954.0,14433.0,61.0,21142.0,312649.0,28811.0
637,WA,2020,12,31,251064.0,3523.0,0.0,0.0,312100.0,64077.0,0.0,0.0,0.0,186617.0,3052.0,-90223.0,-2961728.0,-483594.0
638,WA,2021,1,31,315769.0,4369.0,0.0,0.0,1031400.0,684344.0,0.0,0.0,0.0,64705.0,846.0,0.0,0.0,0.0
639,WA,2021,2,28,342644.0,5024.0,0.0,0.0,2245010.0,1729208.0,1134837.0,0.0,0.0,26875.0,655.0,0.0,0.0,0.0
640,WA,2021,3,31,366907.0,5309.0,0.0,0.0,4495070.0,3586736.0,2272698.0,1365670.0,0.0,24263.0,285.0,0.0,0.0,1365670.0
641,WA,2021,4,30,404972.0,5547.0,0.0,0.0,7203050.0,5828363.0,3524503.0,2454705.0,0.0,38065.0,238.0,0.0,0.0,1089035.0
642,WA,2021,5,31,437500.0,5809.0,0.0,0.0,8898290.0,7653428.0,4321624.0,3552692.0,0.0,32528.0,262.0,0.0,0.0,1097987.0
643,WA,2021,6,30,453630.0,5984.0,0.0,0.0,9381235.0,8563778.0,4663854.0,4150522.0,0.0,16130.0,175.0,0.0,0.0,597830.0
644,WA,2021,7,31,474520.0,6165.0,0.0,0.0,9739945.0,9003082.0,4872247.0,4388828.0,0.0,20890.0,181.0,0.0,0.0,238306.0
645,WA,2021,8,31,564787.0,6638.0,0.0,0.0,10534125.0,9498458.0,5165371.0,4581633.0,0.0,90267.0,473.0,0.0,0.0,192805.0
646,WA,2021,9,30,660467.0,7780.0,0.0,0.0,11325765.0,9580603.0,5118060.0,4631921.0,0.0,95680.0,1142.0,0.0,0.0,50288.0
647,WA,2021,10,31,727820.0,8686.0,0.0,0.0,12581595.0,10326063.0,5283945.0,4834257.0,493171.0,67353.0,906.0,0.0,0.0,202336.0
648,WA,2021,11,30,777001.0,9349.0,0.0,0.0,13976625.0,11377078.0,5552276.0,4953066.0,1173381.0,49181.0,663.0,0.0,0.0,118809.0
649,WA,2021,12,31,852824.0,9904.0,0.0,0.0,15176505.0,12619972.0,5768728.0,5176966.0,1984104.0,75823.0,555.0,0.0,0.0,223900.0
650,WI,2020,12,31,519838.0,5245.0,595879.0,5561792.0,187100.0,55441.0,0.0,0.0,0.0,-332986.0,-4659.0,595879.0,5561792.0,-5176966.0
651,WI,2021,1,31,591540.0,6437.0,660040.0,6311929.0,795050.0,491058.0,0.0,0.0,0.0,71702.0,1192.0,64161.0,750137.0,0.0
