,State,Year-Month,Population,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Initiated,Monthly Vaccine Completed,Monthly Additional Dose
668,WV,2021-5,1782959,161287.0,2792.0,195529.0,2578505.0,1836245.0,1315912.0,729304.0,609868.0,0.0,8159.0,113.0,8102.0,124011.0,88087.0,66068.0,0.0
669,WV,2021-6,1782959,164041.0,2891.0,197805.0,2658313.0,1889805.0,1417620.0,781983.0,666545.0,0.0,2754.0,99.0,2276.0,79808.0,52679.0,56677.0,0.0
670,WV,2021-7,1782959,167016.0,2946.0,201320.0,2741547.0,1977205.0,1487736.0,825244.0,699786.0,0.0,2975.0,55.0,3515.0,83234.0,43261.0,33241.0,0.0
671,WV,2021-8,1782959,189690.0,3084.0,224970.0,2936126.0,2561775.0,1514115.0,843679.0,710603.0,0.0,22674.0,138.0,23650.0,194579.0,18435.0,10817.0,0.0
672,WV,2021-9,1782959,240459.0,3670.0,276913.0,3269657.0,2974635.0,1549965.0,863354.0,724405.0,0.0,50769.0,586.0,51943.0,333531.0,19675.0,13802.0,0.0
673,WV,2021-10,1782959,272532.0,4426.0,307811.0,3517523.0,3176695.0,1590905.0,878045.0,735450.0,45091.0,32073.0,756.0,30898.0,247866.0,14691.0,11045.0,45091.0
674,WV,2021-11,1782959,294794.0,4868.0,330262.0,3712135.0,3379485.0,1690860.0,966272.0,744500.0,57842.0,22262.0,442.0,22451.0,194612.0,88227.0,9050.0,12751.0
675,WV,2021-12,1782959,328162.0,5336.0,367092.0,3948169.0,3344675.0,2496290.0,1110902.0,987665.0,372915.0,33368.0,468.0,36830.0,236034.0,144630.0,243165.0,315073.0
677,WY,2021-1,578803,51912.0,596.0,45540.0,564952.0,85750.0,57023.0,0.0,0.0,0.0,7503.0,158.0,5796.0,79177.0,0.0,0.0,0.0
678,WY,2021-2,578803,54394.0,671.0,47337.0,614184.0,195855.0,156397.0,99849.0,0.0,0.0,2482.0,75.0,1797.0,49232.0,99849.0,0.0,0.0
679,WY,2021-3,578803,56310.0,700.0,49355.0,672609.0,378565.0,262406.0,156910.0,105052.0,0.0,1916.0,29.0,2018.0,58425.0,57061.0,105052.0,0.0
680,WY,2021-4,578803,58142.0,707.0,50928.0,712795.0,479485.0,356057.0,196453.0,160656.0,0.0,1832.0,7.0,1573.0,40186.0,39543.0,55604.0,0.0
681,WY,2021-5,578803,60144.0,719.0,52433.0,743960.0,505565.0,395629.0,214398.0,184222.0,0.0,2002.0,12.0,1505.0,31165.0,17945.0,23566.0,0.0
682,WY,2021-6,578803,62290.0,747.0,53765.0,772022.0,516025.0,421749.0,226911.0,198958.0,0.0,2146.0,28.0,1332.0,28062.0,12513.0,14736.0,0.0
683,WY,2021-7,578803,65127.0,776.0,55741.0,806073.0,529845.0,447473.0,241610.0,212230.0,0.0,2837.0,29.0,1976.0,34051.0,14699.0,13272.0,0.0
684,WY,2021-8,578803,75136.0,858.0,62119.0,865487.0,586155.0,478281.0,262132.0,223590.0,0.0,10009.0,82.0,6378.0,59414.0,20522.0,11360.0,0.0
685,WY,2021-9,578803,90602.0,996.0,72700.0,949582.0,658215.0,520777.0,280635.0,240814.0,0.0,15466.0,138.0,10581.0,84095.0,18503.0,17224.0,0.0
686,WY,2021-10,578803,102926.0,1174.0,80967.0,1018072.0,742965.0,569168.0,294284.0,254028.0,30404.0,12324.0,178.0,8267.0,68490.0,13649.0,13214.0,30404.0
687,WY,2021-11,578803,111089.0,1428.0,85935.0,1076921.0,813665.0,632809.0,310481.0,263763.0,69165.0,8163.0,254.0,4968.0,58849.0,16197.0,9735.0,38761.0
688,WY,2021-12,578803,115638.0,1526.0,89862.0,1130103.0,846205.0,686161.0,323709.0,275369.0,99199.0,4549.0,98.0,3927.0,53182.0,13228.0,11606.0,30034.0
